etikett,flerbransje,primaernaering,selskaper,forste_dato,siste_dato,selsk_for_som,selsk_etter_som,vintage,metode,standard,kode,kodenavn,kodeniva,kanonisk_sn2007,kanonisk_navn,kanonisk_kilde,naering2,er_bygg_F,er_bygg_kjerne,er_eiendomsutvikling_41_1,manuell_grunn
Butikkhandel med brukte klær,false,,5,2022-12-30,2025-07-15,5,0,SN2007,T1,SN2007,47.792,Butikkhandel med brukte klær,5,47.792,Butikkhandel med brukte klær,direkte SN2007,47,false,false,false,
Butikkhandel med sukkervarer,false,,5,2023-10-02,2025-01-24,5,0,SN2007,T1,SN2007,47.242,Butikkhandel med sukkervarer,5,47.242,Butikkhandel med sukkervarer,direkte SN2007,47,false,false,false,
Bygging av skip og skrog over 100 br.tonn,false,,5,2020-07-06,2025-03-03,5,0,SN2007,T1,SN2007,30.111,Bygging av skip og skrog over 100 br.tonn,5,30.111,Bygging av skip og skrog over 100 br.tonn,direkte SN2007,30,false,false,false,
Detaljhandel med elektriske husholdningsapparater,false,,5,2025-11-24,2026-07-03,0,5,SN2025,T2,SN2025,47.540,Detaljhandel med elektriske husholdningsapparater,5,47.540|47.890|47.914|47.990,"Butikkhandel med elektriske husholdningsapparater | Torghandel med andre varer | Postordre-/Internetthandel med elektriske husholdningsapparater, radio, fjernsyn, plater, kassetter og musikkinstrumenter | Detaljhandel utenom utsalgssted ellers",korrespondanse 1:n,47,false,false,false,
"Detaljhandel med motorsykler, deler og utstyr",false,,5,2023-06-02,2025-06-25,5,0,SN2007,T1,SN2007,45.402,"Detaljhandel med motorsykler, deler og utstyr",5,45.402,"Detaljhandel med motorsykler, deler og utstyr",direkte SN2007,45,false,false,false,
Drift av taxisentraler og annen formidling av persontranspor,false,,5,2024-06-03,2025-08-05,5,0,SN2007,T1,SN2007,52.214,Drift av taxisentraler og annen formidling av persontransport,5,52.214,Drift av taxisentraler og annen formidling av persontransport,direkte SN2007,52,false,false,false,
Dyrking av ettårige vekster ellers,false,,5,2024-02-26,2026-02-25,3,2,begge,T1,SN2007,01.190,Dyrking av ettårige vekster ellers,5,01.190,Dyrking av ettårige vekster ellers,direkte SN2007,01,false,false,false,
Engroshandel med apotekvarer og medisinske varer,false,,5,2025-10-10,2026-08-14,0,5,SN2025,T2,SN2025,46.460,Engroshandel med apotekvarer og medisinske varer,5,46.460,Engroshandel med sykepleie- og apotekvarer,korrespondanse 1:1,46,false,false,false,
Engroshandel med innsatsvarer ikke nevnt annet sted,false,,5,2023-07-05,2025-03-21,5,0,SN2007,T1,SN2007,46.769,Engroshandel med innsatsvarer ikke nevnt annet sted,5,46.769,Engroshandel med innsatsvarer ikke nevnt annet sted,direkte SN2007,46,false,false,false,
"Engroshandel med meierivarer, egg, matolje og -fett",false,,5,2022-08-30,2024-11-19,5,0,SN2007,T1,SN2007,46.330,"Engroshandel med meierivarer, egg, matolje og -fett",5,46.330,"Engroshandel med meierivarer, egg, matolje og -fett",direkte SN2007,46,false,false,false,
Engroshandel med rengjøringsmidler,false,,5,2023-06-21,2025-02-25,5,0,SN2007,T1,SN2007,46.442,Engroshandel med rengjøringsmidler,5,46.442,Engroshandel med rengjøringsmidler,direkte SN2007,46,false,false,false,
Forvaltning og drift av IT-systemer,false,,5,2023-05-15,2025-03-11,5,0,SN2007,T1,SN2007,62.030,Forvaltning og drift av IT-systemer,5,62.030,Forvaltning og drift av IT-systemer,direkte SN2007,62,false,false,false,
Hogging og bearbeiding av monument- og bygningsstein,false,,5,2023-04-03,2026-02-02,2,3,begge,T1,SN2007,23.700,Hogging og bearbeiding av monument- og bygningsstein,5,23.700,Hogging og bearbeiding av monument- og bygningsstein,direkte SN2007,23,false,false,false,
Impresariovirksomhet,false,,5,2022-11-30,2024-07-09,5,0,SN2007,T1,SN2007,74.903,Impresariovirksomhet,5,74.903,Impresariovirksomhet,direkte SN2007,74,false,false,false,
Innenriks sjøfart med gods,false,,5,2023-04-17,2026-07-31,1,4,begge,T1,SN2007,50.202,Innenriks sjøfart med gods,5,50.202,Innenriks sjøfart med gods,direkte SN2007,50,false,false,false,
Innrednings- og installasjonsarbeid utført på skip over 100,false,,5,2021-07-26,2024-09-04,5,0,SN2007,T1,SN2007,30.115,Innrednings- og installasjonsarbeid utført på skip over 100 br.tonn,5,30.115,Innrednings- og installasjonsarbeid utført på skip over 100 br.tonn,direkte SN2007,30,false,false,false,
"Kabelbasert, satellittbasert og trådløs telekommunikasjon",false,,5,2026-01-09,2026-07-24,0,5,SN2025,T2,SN2025,61.100,"Kabelbasert, satellittbasert og trådløs telekommunikasjon",5,61.100|61.200|61.300,Kabelbasert telekommunikasjon | Trådløs telekommunikasjon | Satellittbasert telekommunikasjon,korrespondanse 1:n,61,false,false,false,
"Miljørydding, miljørensing og lignende virksomhet",false,,5,2022-04-07,2024-04-05,5,0,SN2007,T1,SN2007,39.000,"Miljørydding, miljørensing og lignende virksomhet",5,39.000,"Miljørydding, miljørensing og lignende virksomhet",direkte SN2007,39,false,false,false,
Passasjertransport utenom rutetabell,false,,5,2025-11-04,2026-07-01,0,5,SN2025,T2,SN2025,49.320,Passasjertransport utenom rutetabell,5,49.392,Turbiltransport,korrespondanse 1:1,49,false,false,false,
Produksjon av andre bygningsartikler,false,,5,2025-09-22,2026-07-09,0,5,SN2025,T2,SN2025,16.230,Produksjon av andre bygningsartikler,5,16.231|16.232,Produksjon av monteringsferdige hus | Produksjon av bygningsartikler,korrespondanse 1:n,16,false,false,false,
Produksjon av annet elektrisk utstyr,false,,5,2024-07-05,2026-01-30,4,1,begge,T1,SN2007,27.900,Produksjon av annet elektrisk utstyr,5,27.900,Produksjon av annet elektrisk utstyr,direkte SN2007,27,false,false,false,
Produksjon av dører og vinduer av metall,false,,5,2024-04-04,2025-10-16,3,2,begge,T1,SN2007,25.120,Produksjon av dører og vinduer av metall,5,25.120,Produksjon av dører og vinduer av metall,direkte SN2007,25,false,false,false,
Produksjon av ferdigmat,false,,5,2023-10-06,2026-02-03,4,1,begge,T1,SN2007,10.850,Produksjon av ferdigmat,5,10.850,Produksjon av ferdigmat,direkte SN2007,10,false,false,false,
Produksjon av maskiner og utstyr til nærings- og nytelsesmid,false,,5,2022-09-06,2025-04-03,5,0,SN2007,T1,SN2007,28.930,Produksjon av maskiner og utstyr til nærings- og nytelsesmiddelindustri,5,28.930,Produksjon av maskiner og utstyr til nærings- og nytelsesmiddelindustri,direkte SN2007,28,false,false,false,
Produksjon av meierivarer,false,,5,2020-07-02,2025-09-02,4,1,begge,T1,SN2007,10.510,Produksjon av meierivarer,5,10.510,Produksjon av meierivarer,direkte SN2007,10,false,false,false,
"Spesialiserte legetjenester, unntatt psykiatriske legetjenes",false,,5,2025-09-18,2026-06-30,0,5,SN2025,T2,SN2025,86.221,"Spesialiserte legetjenester, unntatt psykiatriske legetjenester",5,86.212|86.221,"Somatiske poliklinikker | Spesialisert legetjeneste, unntatt psykiatrisk legetjeneste",korrespondanse 1:n,86,false,false,false,
Tannlegetjenester,false,,5,2025-09-10,2026-05-11,0,5,SN2025,T2,SN2025,86.230,Tannlegetjenester,5,86.230,Tannhelsetjenester,korrespondanse 1:1,86,false,false,false,
"Tjenester tilknyttet fiske, fangst og akvakultur",false,,5,2025-10-22,2026-06-30,0,5,SN2025,T2,SN2025,03.300,"Tjenester tilknyttet fiske, fangst og akvakultur",5,03.111|03.120|03.213|03.223|33.110,Hav- og kystfiske | Ferskvannsfiske | Tjenester tilknyttet hav- og kystbasert akvakultur | Tjenester tilknyttet ferskvannsbasert akvakultur | Reparasjon av bearbeidede metallprodukter,korrespondanse 1:n,03|33,false,false,false,
Tjenester tilknyttet husdyrhold,false,,5,2024-01-05,2026-01-30,3,2,begge,T1,SN2007,01.620,Tjenester tilknyttet husdyrhold,5,01.620,Tjenester tilknyttet husdyrhold,direkte SN2007,01,false,false,false,
Utgivelse av aviser,false,,5,2022-07-05,2026-03-25,4,1,begge,T1,SN2007,58.130,Utgivelse av aviser,5,58.130,Utgivelse av aviser,direkte SN2007,58,false,false,false,
Utgivelse av blader og tidsskrifter,false,,5,2023-05-19,2026-06-03,4,1,begge,T1,SN2007,58.140,Utgivelse av blader og tidsskrifter,5,58.140,Utgivelse av blader og tidsskrifter,direkte SN2007,58,false,false,false,
"Utvinning fra grus- og sandtak, og utvinning av leire og kao",false,,5,2023-05-03,2025-10-14,4,1,begge,T1,SN2007,08.120,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",5,08.120,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",direkte SN2007,08,false,false,false,
Veterinærtjenester,false,,5,2024-01-09,2025-09-15,4,1,begge,T1,SN2007,75.000,Veterinærtjenester,5,75.000,Veterinærtjenester,direkte SN2007,75,false,false,false,
Engroshandel med kjemiske produkter,false,,4,2023-01-03,2024-09-20,4,0,SN2007,T1,SN2007,46.750,Engroshandel med kjemiske produkter,5,46.750,Engroshandel med kjemiske produkter,direkte SN2007,46,false,false,false,
"Produksjon av måle-, kontroll- og navigasjonsinstrumenter",false,,4,2024-01-26,2025-08-12,4,0,SN2007,T1,SN2007,26.510,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter",5,26.510,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter",direkte SN2007,26,false,false,false,
"Etterarbeid knyttet til produksjon av film, video og fjernsy",false,,4,2023-08-21,2025-07-04,4,0,SN2007,T1,SN2007,59.120,"Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer",5,59.120,"Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer",direkte SN2007,59,false,false,false,
Engroshandel med informasjons- og kommunikasjonsteknologiuts,false,,4,2025-10-21,2026-06-26,0,4,SN2025,T2,SN2025,46.500,Engroshandel med informasjons- og kommunikasjonsteknologiutstyr,5,46.510|46.520|46.660,"Engroshandel med datamaskiner, tilleggsutstyr til datamaskiner samt programvare | Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler | Engroshandel med maskiner og utstyr til kontor ellers",korrespondanse 1:n,46,false,false,false,
Utøvende kunstnere og underholdningsvirksomhet innen sceneku,false,,4,2023-06-09,2025-04-24,4,0,SN2007,T1,SN2007,90.012,Utøvende kunstnere og underholdningsvirksomhet innen scenekunst,5,90.012,Utøvende kunstnere og underholdningsvirksomhet innen scenekunst,direkte SN2007,90,false,false,false,
Undervisning i kunstfag,false,,4,2024-04-17,2025-07-10,4,0,SN2007,T1,SN2007,85.522,Undervisning i kunstfag,5,85.522,Undervisning i kunstfag,direkte SN2007,85,false,false,false,
Produksjon av løfte- og håndteringsutstyr til skip og båter,false,,4,2022-09-22,2023-08-18,4,0,SN2007,T1,SN2007,28.221,Produksjon av løfte- og håndteringsutstyr til skip og båter,5,28.221,Produksjon av løfte- og håndteringsutstyr til skip og båter,direkte SN2007,28,false,false,false,
Bygging av jernbaner og undergrunnsbaner,false,,4,2023-05-15,2026-06-24,2,2,begge,T1,SN2007,42.120,Bygging av jernbaner og undergrunnsbaner,5,42.120,Bygging av jernbaner og undergrunnsbaner,direkte SN2007,42,true,true,false,
Lagring,false,,4,2024-08-26,2026-04-30,1,3,begge,T1,SN2007,52.100,Lagring,5,52.100,Lagring,direkte SN2007,52,false,false,false,
Engroshandel med metaller og metallholdig malm,false,,4,2024-04-02,2026-02-23,3,1,begge,T1,SN2007,46.720,Engroshandel med metaller og metallholdig malm,5,46.720,Engroshandel med metaller og metallholdig malm,direkte SN2007,46,false,false,false,
Engroshandel med motorvogner,false,,4,2025-09-01,2026-06-16,0,4,SN2025,T2,SN2025,46.710,Engroshandel med motorvogner,5,45.111|45.191,"Agentur- og engroshandel med biler og lette motorvogner, unntatt motorsykler | Agentur- og engroshandel med andre motorvogner, unntatt motorsykler",korrespondanse 1:n,45,false,false,false,
Guider og reiseledere,false,,4,2023-10-11,2025-08-25,4,0,SN2007,T1,SN2007,79.902,Guider og reiseledere,5,79.902,Guider og reiseledere,direkte SN2007,79,false,false,false,
Bygging av anlegg for elektrisitet og telekommunikasjon på l,false,,4,2026-01-09,2026-04-07,0,4,SN2025,T2,SN2025,42.222,Bygging av anlegg for elektrisitet og telekommunikasjon på land,5,42.220,Bygging av anlegg for elektrisitet og telekommunikasjon,korrespondanse 1:1,42,true,true,false,
Materialgjenvinning,false,,4,2025-11-24,2026-07-14,0,4,SN2025,T2,SN2025,38.210,Materialgjenvinning,5,38.210|38.310|38.320,Behandling og disponering av ikke-farlig avfall | Demontering av vrakede gjenstander | Sortering og bearbeiding av avfall for materialgjenvinning,korrespondanse 1:n,38,false,false,false,
Butikkhandel med ur og klokker,false,,4,2023-06-29,2025-04-15,4,0,SN2007,T1,SN2007,47.771,Butikkhandel med ur og klokker,5,47.771,Butikkhandel med ur og klokker,direkte SN2007,47,false,false,false,
Tjenester tilknyttet landtransport ikke nevnt annet sted,false,,4,2025-09-26,2026-06-12,0,4,SN2025,T2,SN2025,52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted,5,52.213|52.216|52.219,Drift av bomstasjoner | Kondensering av gass med henblikk på transport | Tjenester tilknyttet landtransport ellers,korrespondanse 1:n,52,false,false,false,
Produksjon av elektrisitet fra vannkraft,false,,4,2025-05-26,2025-12-22,2,2,begge,T1,SN2007,35.111,Produksjon av elektrisitet fra vannkraft,5,35.111,Produksjon av elektrisitet fra vannkraft,direkte SN2007,35,false,false,false,
Butikkhandel med apotekvarer,false,,4,2022-10-25,2024-02-23,4,0,SN2007,T1,SN2007,47.730,Butikkhandel med apotekvarer,5,47.730,Butikkhandel med apotekvarer,direkte SN2007,47,false,false,false,
Detaljhandel med informasjons- og kommunikasjonsteknologiuts,false,,4,2026-01-16,2026-06-22,0,4,SN2025,T2,SN2025,47.400,Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr,5,47.410|47.420|47.430|47.890|47.914|47.916|47.990,"Butikkhandel med datamaskiner og utstyr til datamaskiner | Butikkhandel med telekommunikasjonsutstyr | Butikkhandel med audio- og videoutstyr | Torghandel med andre varer | Postordre-/Internetthandel med elektriske husholdningsapparater, radio, fjernsyn, plater, kassetter og musikkinstrumenter | Postordre-/Internetthandel med IKT-utstyr | Detaljhandel utenom utsalgssted ellers",korrespondanse 1:n,47,false,false,false,
"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og",false,,4,2025-09-18,2026-04-27,0,4,SN2025,T2,SN2025,03.211,"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann",5,03.211,"Produksjon av matfisk, bløtdyr, krepsdyr og pigghuder i hav- og kystbasert akvakultur",korrespondanse 1:1,03,false,false,false,
"Produksjon av maskiner og utstyr til generell bruk, ikke nev",false,,4,2020-03-24,2025-01-28,4,0,SN2007,T1,SN2007,28.290,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",5,28.290,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",direkte SN2007,28,false,false,false,
Drift av parkeringsplasser og parkeringshus,false,,4,2023-09-13,2026-05-12,3,1,begge,T1,SN2007,52.212,Drift av parkeringsplasser og parkeringshus,5,52.212,Drift av parkeringsplasser og parkeringshus,direkte SN2007,52,false,false,false,
Kontortjenester,false,,4,2025-10-03,2026-04-13,0,4,SN2025,T2,SN2025,82.100,Kontortjenester,5,82.110|82.190,"Kombinerte kontortjenester | Fotokopiering, forberedelse av dokumenter og andre spesialiserte kontortjenester",korrespondanse 1:n,82,false,false,false,
Produksjon av papir og papp,false,,4,2017-12-19,2017-12-20,4,0,SN2007,T1,SN2007,17.120,Produksjon av papir og papp,5,17.120,Produksjon av papir og papp,direkte SN2007,17,false,false,false,
Husdyrhold ellers,false,,4,2023-03-30,2025-06-10,4,0,SN2007,T1,SN2007,01.490,Husdyrhold ellers,5,01.490,Husdyrhold ellers,direkte SN2007,01,false,false,false,
Butikkhandel med telekommunikasjonsutstyr,false,,4,2023-05-08,2024-10-08,4,0,SN2007,T1,SN2007,47.420,Butikkhandel med telekommunikasjonsutstyr,5,47.420,Butikkhandel med telekommunikasjonsutstyr,direkte SN2007,47,false,false,false,
Forlagsvirksomhet ellers,false,,4,2024-01-17,2025-05-15,4,0,SN2007,T1,SN2007,58.190,Forlagsvirksomhet ellers,5,58.190,Forlagsvirksomhet ellers,direkte SN2007,58,false,false,false,
Utleie og leasing av lastebiler,false,,4,2024-04-23,2025-10-16,3,1,begge,T1,SN2007,77.120,Utleie og leasing av lastebiler,5,77.120,Utleie og leasing av lastebiler,direkte SN2007,77,false,false,false,
